"UserName","Description","DelayedAutoStart","BinaryPathName","StartupType","Name","RequiredServices","CanPauseAndContinue","CanShutdown","CanStop","DisplayName","DependentServices","MachineName","ServiceName","ServicesDependedOn","StartType","ServiceHandle","Status","ServiceType","Site","Container"
"LocalSystem","McAfee DLP Endpoint Service","False","""C:\Program Files\McAfee\DLP\Agent\fcags.exe""","Automatic","McAfeeDLPAgentService","System.ServiceProcess.ServiceController[]","False","True","False","McAfee DLP Endpoint Service","System.ServiceProcess.ServiceController[]",".","McAfeeDLPAgentService","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Trellix Agent Backwards Compatibility Service","False","""C:\Program Files\McAfee\Agent\x86\macompatsvc.exe""","Manual","McAfeeFramework","System.ServiceProcess.ServiceController[]","False","True","True","Trellix Agent Backwards Compatibility Service","System.ServiceProcess.ServiceController[]",".","McAfeeFramework","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess",,
,,"False",,"Manual","McpManagementService","System.ServiceProcess.ServiceController[]","False","False","False","McpManagementService","System.ServiceProcess.ServiceController[]",".","McpManagementService","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"","Service supporting text messaging and related functionality.","False","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","Manual","MessagingService_215589","System.ServiceProcess.ServiceController[]","False","False","False","MessagingService_215589","System.ServiceProcess.ServiceController[]",".","MessagingService_215589","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","224",,
"LocalSystem","Provides system context functionality for Content Encryption","False","""C:\Program Files\McAfee\Endpoint Encryption for Files and Folders\MfeFfCoreService.exe""","Automatic","MfeFfCoreService","System.ServiceProcess.ServiceController[]","False","True","True","McAfee Endpoint Encryption Core Service","System.ServiceProcess.ServiceController[]",".","MfeFfCoreService","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Provides firewall services to Trellix products","False","""C:\Program Files\Common Files\McAfee\SystemCore\mfemms.exe""","Manual","mfefire","System.ServiceProcess.ServiceController[]","False","False","False","Trellix Firewall Core Service","System.ServiceProcess.ServiceController[]",".","mfefire","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Manages Trellix Services","False","""C:\Program Files\Common Files\McAfee\SystemCore\mfemms.exe""","Automatic","mfemms","System.ServiceProcess.ServiceController[]","False","True","True","Trellix Service Controller","System.ServiceProcess.ServiceController[]",".","mfemms","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32ShareProcess",,
"LocalSystem","Provides validation trust protection services","False","""C:\Program Files\Common Files\McAfee\SystemCore\mfemms.exe""","Manual","mfevtp","System.ServiceProcess.ServiceController[]","False","True","True","Trellix Validation Trust Protection Service","System.ServiceProcess.ServiceController[]",".","mfevtp","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32ShareProcess",,
"LocalSystem","Keeps Microsoft Edge up to update. If this service is disabled, the application will not be kept up to date.","False","""C:\Program Files (x86)\Microsoft\Edge\Application\120.0.2210.77\elevation_service.exe""","Manual","MicrosoftEdgeElevationService","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft Edge Elevation Service (MicrosoftEdgeElevationService)","System.ServiceProcess.ServiceController[]",".","MicrosoftEdgeElevationService","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"LocalSystem","Enables Mixed Reality OpenXR runtime functionality","False","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","MixedRealityOpenXRSvc","System.ServiceProcess.ServiceController[]","False","False","False","Windows Mixed Reality OpenXR Service","System.ServiceProcess.ServiceController[]",".","MixedRealityOpenXRSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"NT Authority\LocalService","Windows Defender Firewall helps protect your computer by preventing unauthorized users from gaining access to your computer through the Internet or a network.","False","C:\Windows\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p","Automatic","mpssvc","System.ServiceProcess.ServiceController[]","False","False","False","Windows Defender Firewall",,".","mpssvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32ShareProcess",,
"NT AUTHORITY\NetworkService","Coordinates transactions that span multiple resource managers, such as databases, message queues, and file systems. If this service is stopped, these transactions will fail. If this service is disabled, any services that explicitly depend on it will fail to start.","True","C:\Windows\System32\msdtc.exe","Manual","MSDTC","System.ServiceProcess.ServiceController[]","False","False","False","Distributed Transaction Coordinator","System.ServiceProcess.ServiceController[]",".","MSDTC","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"LocalSystem","Manages Internet SCSI (iSCSI) sessions from this computer to remote iSCSI target devices. If this service is stopped, this computer will not be able to login or access iSCSI targets. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Manual","MSiSCSI","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft iSCSI Initiator Service","System.ServiceProcess.ServiceController[]",".","MSiSCSI","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Adds, modifies, and removes applications provided as a Windows Installer (*.msi, *.msp) package. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\Windows\system32\msiexec.exe /V","Manual","msiserver","System.ServiceProcess.ServiceController[]","False","False","False","Windows Installer","System.ServiceProcess.ServiceController[]",".","msiserver","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"LocalSystem","Controls keystroke filtering and mapping","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Disabled","MsKeyboardFilter","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft Keyboard Filter","System.ServiceProcess.ServiceController[]",".","MsKeyboardFilter","System.ServiceProcess.ServiceController[]","Disabled",,"Stopped","Win32ShareProcess",,
"LocalSystem","Signal aggregator service, that evaluates signals based on time, network, geolocation, bluetooth and cdf factors. Supported features are Device Unlock, Dynamic Lock and Dynamo MDM policies","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Manual","NaturalAuthentication","System.ServiceProcess.ServiceController[]","False","False","False","Natural Authentication","System.ServiceProcess.ServiceController[]",".","NaturalAuthentication","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Provides DirectAccess status notification for UI components","False","C:\Windows\System32\svchost.exe -k NetSvcs -p","Manual","NcaSvc","System.ServiceProcess.ServiceController[]","False","False","False","Network Connectivity Assistant","System.ServiceProcess.ServiceController[]",".","NcaSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Brokers connections that allow Windows Store Apps to receive notifications from the internet.","False","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","NcbService","System.ServiceProcess.ServiceController[]","False","False","True","Network Connection Broker","System.ServiceProcess.ServiceController[]",".","NcbService","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","Network Connected Devices Auto-Setup service monitors and installs qualified devices that connect to a qualified network. Stopping or disabling this service will prevent Windows from discovering and installing qualified network connected devices automatically. Users can still manually add network connected devices to a PC through the user interface.","False","C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork -p","Manual","NcdAutoSetup","System.ServiceProcess.ServiceController[]","False","False","True","Network Connected Devices Auto-Setup","System.ServiceProcess.ServiceController[]",".","NcdAutoSetup","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Maintains a secure channel between this computer and the domain controller for authenticating users and services. If this service is stopped, the computer may not authenticate users and services and the domain controller cannot register DNS records. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\Windows\system32\lsass.exe","Automatic","Netlogon","System.ServiceProcess.ServiceController[]","True","False","True","Netlogon","System.ServiceProcess.ServiceController[]",".","Netlogon","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32ShareProcess",,
"LocalSystem","Manages objects in the Network and Dial-Up Connections folder, in which you can view both local area network and remote connections.","False","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","Netman","System.ServiceProcess.ServiceController[]","False","False","False","Network Connections","System.ServiceProcess.ServiceController[]",".","Netman","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"NT AUTHORITY\LocalService","Identifies the networks to which the computer has connected, collects and stores properties for these networks, and notifies applications when these properties change.","False","C:\Windows\System32\svchost.exe -k LocalService -p","Manual","netprofm","System.ServiceProcess.ServiceController[]","False","False","True","Network List Service","System.ServiceProcess.ServiceController[]",".","netprofm","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","The Network Setup Service manages the installation of network drivers and permits the configuration of low-level network settings.  If this service is stopped, any driver installations that are in-progress may be cancelled.","False","C:\Windows\System32\svchost.exe -k netsvcs -p","Manual","NetSetupSvc","System.ServiceProcess.ServiceController[]","False","False","False","Network Setup Service","System.ServiceProcess.ServiceController[]",".","NetSetupSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","Provides ability to share TCP ports over the net.tcp protocol.","False","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe","Disabled","NetTcpPortSharing","System.ServiceProcess.ServiceController[]","False","False","False","Net.Tcp Port Sharing Service","System.ServiceProcess.ServiceController[]",".","NetTcpPortSharing","System.ServiceProcess.ServiceController[]","Disabled",,"Stopped","Win32ShareProcess",,
"NT AUTHORITY\LocalService","Manages local user identity keys used to authenticate user to identity providers as well as TPM virtual smart cards. If this service is disabled, local user identity keys and TPM virtual smart cards will not be accessible. It is recommended that you do not reconfigure this service.","False","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Manual","NgcCtnrSvc","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft Passport Container",,".","NgcCtnrSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Provides process isolation for cryptographic keys used to authenticate to a user’s associated identity providers. If this service is disabled, all uses and management of these keys will not be available, which includes machine logon and single-sign on for apps and websites. This service starts and stops automatically. It is recommended that you do not reconfigure this service.","False","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","NgcSvc","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft Passport",,".","NgcSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\NetworkService","Collects and stores configuration information for the network and notifies programs when this information is modified. If this service is stopped, configuration information might be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\Windows\System32\svchost.exe -k NetworkService -p","Automatic","NlaSvc","System.ServiceProcess.ServiceController[]","False","False","True","Network Location Awareness","System.ServiceProcess.ServiceController[]",".","NlaSvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT Authority\LocalService","This service delivers network notifications (e.g. interface addition/deleting etc) to user mode clients. Stopping this service will cause loss of network connectivity. If this service is disabled, any other services that explicitly depend on this service will fail to start.","False","C:\Windows\system32\svchost.exe -k LocalService -p","Automatic","nsi","System.ServiceProcess.ServiceController[]","False","False","True","Network Store Interface Service","System.ServiceProcess.ServiceController[]",".","nsi","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Container service for NVIDIA root features","False","C:\Windows\System32\DriverStore\FileRepository\nvdm.inf_amd64_63601ba2236c35cf\Display.NvContainer\NVDisplay.Container.exe -s NVDisplay.ContainerLocalSystem -f C:\ProgramData\NVIDIA\NVDisplay.ContainerLocalSystem.log -l 3 -d C:\Windows\System32\DriverStore\FileRepository\nvdm.inf_amd64_63601ba2236c35cf\Display.NvContainer\plugins\LocalSystem -r -p 30000 -cfg NVDisplay.ContainerLocalSystem\LocalSystem","Automatic","NVDisplay.ContainerLocalSystem","System.ServiceProcess.ServiceController[]","False","True","True","NVIDIA Display Container LS","System.ServiceProcess.ServiceController[]",".","NVDisplay.ContainerLocalSystem","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","NVWMI Provider Service","False","C:\Windows\System32\DriverStore\FileRepository\nvdm.inf_amd64_63601ba2236c35cf\NVWMI\nvWmi64.exe","Automatic","NVWMI","System.ServiceProcess.ServiceController[]","False","False","True","NVWMI","System.ServiceProcess.ServiceController[]",".","NVWMI","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Keeps your OneDrive up to date.","False","""C:\Program Files\Microsoft OneDrive\23.246.1127.0002\OneDriveUpdaterService.exe""","Manual","OneDrive Updater Service","System.ServiceProcess.ServiceController[]","False","False","False","OneDrive Updater Service","System.ServiceProcess.ServiceController[]",".","OneDrive Updater Service","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"","This service synchronizes mail, contacts, calendar and various other user data. Mail and other applications dependent on this functionality will not work properly when this service is not running.","True","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","AutomaticDelayedStart","OneSyncSvc_215589","System.ServiceProcess.ServiceController[]","False","False","True","Sync Host_215589","System.ServiceProcess.ServiceController[]",".","OneSyncSvc_215589","System.ServiceProcess.ServiceController[]","Automatic",,"Running","224",,
"NT AUTHORITY\LocalService","Provides identity services for the Peer Name Resolution Protocol (PNRP) and Peer-to-Peer Grouping services.  If disabled, the Peer Name Resolution Protocol (PNRP) and Peer-to-Peer Grouping services may not function, and some applications, such as HomeGroup and Remote Assistance, may not function correctly.","False","C:\Windows\System32\svchost.exe -k LocalServicePeerNet","Manual","p2pimsvc","System.ServiceProcess.ServiceController[]","False","True","True","Peer Networking Identity Manager","System.ServiceProcess.ServiceController[]",".","p2pimsvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","Enables multi-party communication using Peer-to-Peer Grouping.  If disabled, some applications, such as HomeGroup, may not function.","False","C:\Windows\System32\svchost.exe -k LocalServicePeerNet","Manual","p2psvc","System.ServiceProcess.ServiceController[]","False","False","False","Peer Networking Grouping","System.ServiceProcess.ServiceController[]",".","p2psvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Palo Alto Networks GlobalProtect App for Windows","False","""C:\Program Files\Palo Alto Networks\GlobalProtect\PanGPS.exe""","Automatic","PanGPS","System.ServiceProcess.ServiceController[]","False","True","True","PanGPS","System.ServiceProcess.ServiceController[]",".","PanGPS","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","This service provides support for the Program Compatibility Assistant (PCA).  PCA monitors programs installed and run by the user and detects known compatibility problems. If this service is stopped, PCA will not function properly.","False","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","PcaSvc","System.ServiceProcess.ServiceController[]","False","True","True","Program Compatibility Assistant Service","System.ServiceProcess.ServiceController[]",".","PcaSvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Answer IT Desktop is your resource for quick access to common self-help and self-service tools.","True","C:\Windows\SysWOW64\Help\pcshSvc.exe","AutomaticDelayedStart","pcshSvc","System.ServiceProcess.ServiceController[]","False","True","True","pcshSvc","System.ServiceProcess.ServiceController[]",".","pcshSvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"NT AUTHORITY\NetworkService","This service caches network content from peers on the local subnet.","False","C:\Windows\System32\svchost.exe -k PeerDist","Manual","PeerDistSvc","System.ServiceProcess.ServiceController[]","False","False","False","BranchCache","System.ServiceProcess.ServiceController[]",".","PeerDistSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Enables spatial perception simulation, virtual camera management and spatial input simulation.","False","C:\Windows\system32\PerceptionSimulation\PerceptionSimulationService.exe","Manual","perceptionsimulation","System.ServiceProcess.ServiceController[]","False","False","False","Windows Perception Simulation Service","System.ServiceProcess.ServiceController[]",".","perceptionsimulation","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"NT AUTHORITY\LocalService","Enables remote users and 64-bit processes to query performance counters provided by 32-bit DLLs. If this service is stopped, only local users and 32-bit processes will be able to query performance counters provided by 32-bit DLLs.","False","C:\Windows\SysWow64\perfhost.exe","Manual","PerfHost","System.ServiceProcess.ServiceController[]","False","False","False","Performance Counter DLL Host","System.ServiceProcess.ServiceController[]",".","PerfHost","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"NT Authority\LocalService","Manages the telephony state on the device","False","C:\Windows\system32\svchost.exe -k LocalService -p","Manual","PhoneSvc","System.ServiceProcess.ServiceController[]","False","False","True","Phone Service","System.ServiceProcess.ServiceController[]",".","PhoneSvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"","Indexes contact data for fast contact searching. If you stop or disable this service, contacts might be missing from your search results.","False","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","Manual","PimIndexMaintenanceSvc_215589","System.ServiceProcess.ServiceController[]","False","False","True","Contact Data_215589","System.ServiceProcess.ServiceController[]",".","PimIndexMaintenanceSvc_215589","System.ServiceProcess.ServiceController[]","Manual",,"Running","224",,
"NT AUTHORITY\LocalService","Performance Logs and Alerts Collects performance data from local or remote computers based on preconfigured schedule parameters, then writes the data to a log or triggers an alert. If this service is stopped, performance information will not be collected. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork -p","Manual","pla","System.ServiceProcess.ServiceController[]","False","False","False","Performance Logs & Alerts",,".","pla","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Enables a computer to recognize and adapt to hardware changes with little or no user input. Stopping or disabling this service will result in system instability.","False","C:\Windows\system32\svchost.exe -k DcomLaunch -p","Manual","PlugPlay","System.ServiceProcess.ServiceController[]","False","True","True","Plug and Play","System.ServiceProcess.ServiceController[]",".","PlugPlay","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32ShareProcess",,
"NT AUTHORITY\LocalService","This service publishes a machine name using the Peer Name Resolution Protocol.  Configuration is managed via the netsh context 'p2p pnrp peer' ","False","C:\Windows\System32\svchost.exe -k LocalServicePeerNet","Manual","PNRPAutoReg","System.ServiceProcess.ServiceController[]","False","False","False","PNRP Machine Name Publication Service","System.ServiceProcess.ServiceController[]",".","PNRPAutoReg","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"NT AUTHORITY\LocalService","Enables serverless peer name resolution over the Internet using the Peer Name Resolution Protocol (PNRP). If disabled, some peer-to-peer and collaborative applications, such as Remote Assistance, may not function.","False","C:\Windows\System32\svchost.exe -k LocalServicePeerNet","Manual","PNRPsvc","System.ServiceProcess.ServiceController[]","False","True","True","Peer Name Resolution Protocol","System.ServiceProcess.ServiceController[]",".","PNRPsvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT Authority\NetworkService","Internet Protocol security (IPsec) supports network-level peer authentication, data origin authentication, data integrity, data confidentiality (encryption), and replay protection.  This service enforces IPsec policies created through the IP Security Policies snap-in or the command-line tool ""netsh ipsec"".  If you stop this service, you may experience network connectivity issues if your policy requires that connections use IPsec.  Also,remote management of Windows Defender Firewall is not available when this service is stopped.","False","C:\Windows\system32\svchost.exe -k NetworkServiceNetworkRestricted -p","Manual","PolicyAgent","System.ServiceProcess.ServiceController[]","False","True","True","IPsec Policy Agent","System.ServiceProcess.ServiceController[]",".","PolicyAgent","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Manages power policy and power policy notification delivery.","False","C:\Windows\system32\svchost.exe -k DcomLaunch -p","Automatic","Power","System.ServiceProcess.ServiceController[]","False","False","False","Power","System.ServiceProcess.ServiceController[]",".","Power","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32ShareProcess",,
"LocalSystem","This service opens custom printer dialog boxes and handles notifications from a remote print server or a printer. If you turn off this service, you won’t be able to see printer extensions or notifications.","False","C:\Windows\system32\svchost.exe -k print","Manual","PrintNotify","System.ServiceProcess.ServiceController[]","False","False","False","Printer Extensions and Notifications","System.ServiceProcess.ServiceController[]",".","PrintNotify","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess, InteractiveProcess",,
"","Provides support for Print Workflow applications. If you turn off this service, you may not be able to print successfully.","False","C:\Windows\system32\svchost.exe -k PrintWorkflow","Manual","PrintWorkflowUserSvc_215589","System.ServiceProcess.ServiceController[]","False","False","False","PrintWorkflow_215589","System.ServiceProcess.ServiceController[]",".","PrintWorkflowUserSvc_215589","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","224",,
"LocalSystem","This service is responsible for loading and unloading user profiles. If this service is stopped or disabled, users will no longer be able to successfully sign in or sign out, apps might have problems getting to users' data, and components registered to receive profile event notifications won't receive them.","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Automatic","ProfSvc","System.ServiceProcess.ServiceController[]","False","True","True","User Profile Service","System.ServiceProcess.ServiceController[]",".","ProfSvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Provides infrastructure support for the Microsoft Store.  This service is started automatically and if disabled then remote installations will not function properly.","False","C:\Windows\System32\svchost.exe -k netsvcs -p","Manual","PushToInstall","System.ServiceProcess.ServiceController[]","False","False","False","Windows PushToInstall Service","System.ServiceProcess.ServiceController[]",".","PushToInstall","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","This service allows Qumu player to effectively play live stream on desktop browser.","False","""C:\Program Files (x86)\Qumu\RTSPBrowserStreamingExtension\rtp2websocket.exe"" -port 9095","Automatic","QumuLiveStreamer","System.ServiceProcess.ServiceController[]","False","True","True","Qumu HTML5 Multicast Extension ff","System.ServiceProcess.ServiceController[]",".","QumuLiveStreamer","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"NT AUTHORITY\LocalService","Quality Windows Audio Video Experience (qWave) is a networking platform for Audio Video (AV) streaming applications on IP home networks. qWave enhances AV streaming performance and reliability by ensuring network quality-of-service (QoS) for AV applications. It provides mechanisms for admission control, run time monitoring and enforcement, application feedback, and traffic prioritization.","False","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","Manual","QWAVE","System.ServiceProcess.ServiceController[]","False","False","False","Quality Windows Audio Video Experience","System.ServiceProcess.ServiceController[]",".","QWAVE","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"localSystem","Creates a connection to a remote network whenever a program references a remote DNS or NetBIOS name or address.","False","C:\Windows\System32\svchost.exe -k netsvcs -p","Manual","RasAuto","System.ServiceProcess.ServiceController[]","False","False","False","Remote Access Auto Connection Manager","System.ServiceProcess.ServiceController[]",".","RasAuto","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"localSystem","Manages dial-up and virtual private network (VPN) connections from this computer to the Internet or other remote networks. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\Windows\System32\svchost.exe -k netsvcs","Automatic","RasMan","System.ServiceProcess.ServiceController[]","False","True","True","Remote Access Connection Manager","System.ServiceProcess.ServiceController[]",".","RasMan","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32ShareProcess",,
"localSystem","Offers routing services to businesses in local area and wide area network environments.","False","C:\Windows\System32\svchost.exe -k netsvcs","Disabled","RemoteAccess","System.ServiceProcess.ServiceController[]","False","False","False","Routing and Remote Access","System.ServiceProcess.ServiceController[]",".","RemoteAccess","System.ServiceProcess.ServiceController[]","Disabled",,"Stopped","Win32ShareProcess",,
"NT AUTHORITY\LocalService","Enables remote users to modify registry settings on this computer. If this service is stopped, the registry can be modified only by users on this computer. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\Windows\system32\svchost.exe -k localService -p","Manual","RemoteRegistry","System.ServiceProcess.ServiceController[]","False","False","False","Remote Registry","System.ServiceProcess.ServiceController[]",".","RemoteRegistry","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","The Retail Demo service controls device activity while the device is in retail demo mode.","False","C:\Windows\System32\svchost.exe -k rdxgroup","Manual","RetailDemo","System.ServiceProcess.ServiceController[]","False","False","False","Retail Demo Service","System.ServiceProcess.ServiceController[]",".","RetailDemo","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"NT AUTHORITY\LocalService","Radio Management and Airplane Mode Service","False","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted","Manual","RmSvc","System.ServiceProcess.ServiceController[]","False","False","True","Radio Management Service","System.ServiceProcess.ServiceController[]",".","RmSvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\NetworkService","Resolves RPC interfaces identifiers to transport endpoints. If this service is stopped or disabled, programs using Remote Procedure Call (RPC) services will not function properly.","False","C:\Windows\system32\svchost.exe -k RPCSS -p","Automatic","RpcEptMapper","System.ServiceProcess.ServiceController[]","False","False","False","RPC Endpoint Mapper",,".","RpcEptMapper","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32ShareProcess",,
"NT AUTHORITY\NetworkService","In Windows 2003 and earlier versions of Windows, the Remote Procedure Call (RPC) Locator service manages the RPC name service database. In Windows Vista and later versions of Windows, this service does not provide any functionality and is present for application compatibility.","False","C:\Windows\system32\locator.exe","Manual","RpcLocator","System.ServiceProcess.ServiceController[]","False","False","False","Remote Procedure Call (RPC) Locator","System.ServiceProcess.ServiceController[]",".","RpcLocator","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"NT AUTHORITY\NetworkService","The RPCSS service is the Service Control Manager for COM and DCOM servers. It performs object activations requests, object exporter resolutions and distributed garbage collection for COM and DCOM servers. If this service is stopped or disabled, programs using COM or DCOM will not function properly. It is strongly recommended that you have the RPCSS service running.","False","C:\Windows\system32\svchost.exe -k rpcss -p","Automatic","RpcSs","System.ServiceProcess.ServiceController[]","False","False","False","Remote Procedure Call (RPC)",,".","RpcSs","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32ShareProcess",,
"LocalSystem","RPC endpoint service which allows communication between driver and Windows Store Application","False","C:\Windows\System32\DriverStore\FileRepository\iastorvd.inf_amd64_346bd04e375689ec\RstMwService.exe","Automatic","RstMwService","System.ServiceProcess.ServiceController[]","False","False","False","Intel(R) Storage Middleware Service","System.ServiceProcess.ServiceController[]",".","RstMwService","System.ServiceProcess.ServiceController[]","Automatic",,"Stopped","Win32OwnProcess",,
"LocalSystem","Realtek Audio Universal Service","False","""C:\Windows\System32\DriverStore\FileRepository\realtekservice.inf_amd64_694a408c00c467d4\RtkAudUService64.exe""","Automatic","RtkAudioUniversalService","System.ServiceProcess.ServiceController[]","False","True","True","Realtek Audio Universal Service","System.ServiceProcess.ServiceController[]",".","RtkAudioUniversalService","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
